Date,MKT YR,Destination,Port,Bushels,Pounds
20191121,1920,EGYPT,MISSISSIPPI R.,2141163,128469780
20191121,1920,EGYPT,MISSISSIPPI R.,808104.1667,48486250
20191121,1920,CHINA MAIN,MISSISSIPPI R.,2557511.333,153450680
20191121,1920,ISRAEL,MISSISSIPPI R.,1117646.833,67058810
20191121,1920,CHINA MAIN,COLUMBIA R.,2532201.167,151932070
20191121,1920,CHINA MAIN,COLUMBIA R.,2546456.683,152787401
20191121,1920,CHINA MAIN,PUGET SOUND,2450383,147022980
20191121,1920,NETHERLANDS,MISSISSIPPI R.,2199767.167,131986030
20191121,1920,MEXICO,INTERIOR,8800,528000
20191121,1920,COLOMBIA,MISSISSIPPI R.,259837.8333,15590270
20191121,1920,INDONESIA,MISSISSIPPI R.,2682655.667,160959340
20191121,1920,CHINA MAIN,MISSISSIPPI R.,2748386.333,164903180
20191121,1920,THAILAND,INTERIOR,17100,1026000
20191121,1920,NEPAL,INTERIOR,2700,162000
20191121,1920,MALAYSIA,INTERIOR,16200,972000
20191121,1920,MALAYSIA,INTERIOR,16200,972000
20191121,1920,MALAYSIA,INTERIOR,18000,1080000
20191121,1920,MALAYSIA,INTERIOR,14400,864000
20191121,1920,BURMA,INTERIOR,7200,432000
20191121,1920,PHILIPPINES,INTERIOR,13500,810000
20191121,1920,PHILIPPINES,INTERIOR,14400,864000
20191121,1920,CHINA T,S. ATLANTIC,18000,1080000
20191121,1920,CHINA T,S. ATLANTIC,18000,1080000
20191121,1920,CHINA T,S. ATLANTIC,18000,1080000
20191121,1920,CHINA T,S. ATLANTIC,18000,1080000
20191121,1920,CHINA MAIN,MISSISSIPPI R.,2667382.333,160042940
20191121,1920,VIETNAM,INTERIOR,6300,378000
20191121,1920,VIETNAM,INTERIOR,4500,270000
20191121,1920,MEXICO,INTERIOR,1760,105600
20191121,1920,MALAYSIA,INTERIOR,18000,1080000
20191121,1920,MALAYSIA,INTERIOR,18000,1080000
20191121,1920,MALAYSIA,INTERIOR,12600,756000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,16200,972000
20191121,1920,THAILAND,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,17100,1026000
20191121,1920,THAILAND,INTERIOR,17100,1026000
20191121,1920,VIETNAM,INTERIOR,7200,432000
20191121,1920,VIETNAM,INTERIOR,11700,702000
20191121,1920,INDONESIA,INTERIOR,9000,540000
20191121,1920,INDONESIA,INTERIOR,17100,1026000
20191121,1920,CHINA T,INTERIOR,9000,540000
20191121,1920,CHINA T,INTERIOR,10800,648000
20191121,1920,CHINA T,INTERIOR,9000,540000
20191121,1920,INDONESIA,S. ATLANTIC,14400,864000
20191121,1920,INDONESIA,S. ATLANTIC,13500,810000
20191121,1920,MEXICO,INTERIOR,410666.6667,24640000
20191121,1920,INDONESIA,INTERIOR,3600,216000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,VIETNAM,INTERIOR,3600,216000
20191121,1920,VIETNAM,INTERIOR,12600,756000
20191121,1920,VIETNAM,INTERIOR,17100,1026000
20191121,1920,INDONESIA,INTERIOR,4500,270000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,MALAYSIA,INTERIOR,17100,1026000
20191121,1920,VIETNAM,INTERIOR,10800,648000
20191121,1920,BURMA,INTERIOR,7200,432000
20191121,1920,VIETNAM,INTERIOR,11700,702000
20191121,1920,CHINA MAIN,COLUMBIA R.,2415885.167,144953110
20191121,1920,CHINA MAIN,MISSISSIPPI R.,1180704.5,70842270
20191121,1920,CHINA MAIN,MISSISSIPPI R.,1416825.5,85009530
20191121,1920,CHINA MAIN,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,15300,918000
20191121,1920,CHINA T,INTERIOR,9000,540000
20191121,1920,INDONESIA,INTERIOR,15300,918000
20191121,1920,INDONESIA,INTERIOR,16200,972000
20191121,1920,MALAYSIA,INTERIOR,15300,918000
20191121,1920,INDONESIA,INTERIOR,9900,594000
20191121,1920,INDONESIA,INTERIOR,9000,540000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,16200,972000
20191121,1920,CHINA MAIN,MISSISSIPPI R.,2667482.667,160048960
20191121,1920,INDONESIA,S. ATLANTIC,10800,648000
20191121,1920,MEXICO,INTERIOR,403333.3333,24200000
20191121,1920,MEXICO,INTERIOR,348333.3333,20900000
20191121,1920,NEPAL,INTERIOR,5400,324000
20191121,1920,NEPAL,INTERIOR,13500,810000
20191121,1920,NEPAL,INTERIOR,7200,432000
20191121,1920,NEPAL,INTERIOR,2700,162000
20191121,1920,CHINA T,INTERIOR,1800,108000
20191121,1920,CHINA T,INTERIOR,900,54000
20191121,1920,THAILAND,INTERIOR,4500,270000
20191121,1920,THAILAND,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,13500,810000
20191121,1920,CHINA T,INTERIOR,10800,648000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA MAIN,PUGET SOUND,2389312.333,143358740
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,17100,1026000
20191121,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20191121,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20191121,1920,MALAYSIA,S. ATLANTIC,900,54000
20191121,1920,INDONESIA,S. ATLANTIC,15300,918000
20191121,1920,INDONESIA,S. ATLANTIC,15300,918000
20191121,1920,VIETNAM,S. ATLANTIC,2700,162000
20191121,1920,VIETNAM,S. ATLANTIC,8100,486000
20191121,1920,THAILAND,INTERIOR,5400,324000
20191121,1920,THAILAND,INTERIOR,12600,756000
20191121,1920,THAILAND,INTERIOR,5400,324000
20191121,1920,THAILAND,S. ATLANTIC,18000,1080000
20191121,1920,MALAYSIA,N. ATLANTIC,18000,1080000
20191121,1920,MALAYSIA,N. ATLANTIC,4500,270000
20191121,1920,THAILAND,INTERIOR,5400,324000
20191121,1920,THAILAND,INTERIOR,12600,756000
20191121,1920,THAILAND,INTERIOR,6300,378000
20191121,1920,THAILAND,INTERIOR,11700,702000
20191121,1920,TUNISIA,S. ATLANTIC,1063351.333,63801080
20191121,1920,CHINA T,N. ATLANTIC,18000,1080000
20191121,1920,MALAYSIA,INTERIOR,9900,594000
20191121,1920,MALAYSIA,INTERIOR,9000,540000
20191121,1920,MALAYSIA,S. ATLANTIC,9000,540000
20191121,1920,MALAYSIA,S. ATLANTIC,9000,540000
20191121,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20191121,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20191121,1920,NEPAL,INTERIOR,4500,270000
20191121,1920,NEPAL,INTERIOR,13500,810000
20191121,1920,THAILAND,INTERIOR,7200,432000
20191121,1920,MALAYSIA,S. ATLANTIC,11700,702000
20191121,1920,MALAYSIA,S. ATLANTIC,9900,594000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,VIETNAM,INTERIOR,5400,324000
20191121,1920,INDONESIA,INTERIOR,13500,810000
20191121,1920,INDONESIA,INTERIOR,8100,486000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,VIETNAM,INTERIOR,16200,972000
20191121,1920,CHINA MAIN,COLUMBIA R.,2487530.5,149251830
20191121,1920,CHINA T,INTERIOR,12600,756000
20191121,1920,CHINA T,INTERIOR,9900,594000
20191121,1920,THAILAND,INTERIOR,11700,702000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,MEXICO,INTERIOR,414333.3333,24860000
20191121,1920,THAILAND,INTERIOR,16200,972000
20191121,1920,THAILAND,INTERIOR,15300,918000
20191121,1920,THAILAND,INTERIOR,16200,972000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,5400,324000
20191121,1920,INDONESIA,INTERIOR,13500,810000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,VIETNAM,INTERIOR,8100,486000
20191121,1920,VIETNAM,INTERIOR,11700,702000
20191121,1920,VIETNAM,INTERIOR,15300,918000
20191121,1920,JAPAN,INTERIOR,1800,108000
20191121,1920,INDONESIA,INTERIOR,17100,1026000
20191121,1920,CHINA T,INTERIOR,13500,810000
20191121,1920,VIETNAM,INTERIOR,11700,702000
20191121,1920,EL SALVADOR,INTERIOR,900,54000
20191121,1920,VIETNAM,INTERIOR,13500,810000
20191121,1920,JAPAN,INTERIOR,2700,162000
20191121,1920,INDONESIA,INTERIOR,2700,162000
20191121,1920,INDONESIA,INTERIOR,12600,756000
20191121,1920,JAPAN,INTERIOR,9000,540000
20191121,1920,CHINA T,INTERIOR,15300,918000
20191121,1920,CHINA T,INTERIOR,11700,702000
20191121,1920,CHINA T,INTERIOR,10800,648000
20191121,1920,INDONESIA,INTERIOR,13500,810000
20191121,1920,INDONESIA,INTERIOR,12600,756000
20191121,1920,PHILIPPINES,INTERIOR,7200,432000
20191121,1920,INDONESIA,INTERIOR,10800,648000
20191121,1920,INDONESIA,INTERIOR,16200,972000
20191121,1920,MEXICO,INTERIOR,1800,108000
20191121,1920,INDONESIA,INTERIOR,15300,918000
20191121,1920,CHINA MAIN,PUGET SOUND,2533820,152029200
20191121,1920,VIETNAM,INTERIOR,11700,702000
20191121,1920,VIETNAM,INTERIOR,7200,432000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,JAPAN,INTERIOR,900,54000
20191121,1920,JAPAN,INTERIOR,900,54000
20191121,1920,JAPAN,INTERIOR,900,54000
20191121,1920,JAPAN,INTERIOR,900,54000
20191121,1920,JAPAN,INTERIOR,900,54000
20191121,1920,JAPAN,INTERIOR,900,54000
20191121,1920,JAPAN,INTERIOR,900,54000
20191121,1920,JAPAN,INTERIOR,900,54000
20191121,1920,JAPAN,INTERIOR,900,54000
20191121,1920,JAPAN,INTERIOR,900,54000
20191121,1920,INDONESIA,INTERIOR,16200,972000
20191121,1920,THAILAND,INTERIOR,16200,972000
20191121,1920,THAILAND,INTERIOR,17100,1026000
20191121,1920,VIETNAM,INTERIOR,7200,432000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,CHINA MAIN,MISSISSIPPI R.,2811314.333,168678860
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,12600,756000
20191121,1920,CHINA MAIN,MISSISSIPPI R.,2623112.5,157386750
20191121,1920,MEXICO,INTERIOR,3520,211200
20191121,1920,CHINA MAIN,MISSISSIPPI R.,2388651,143319060
20191121,1920,CHINA MAIN,MISSISSIPPI R.,1416422.667,84985360
20191121,1920,CHINA MAIN,MISSISSIPPI R.,1142024.333,68521460
20191121,1920,BANGLADESH,PUGET SOUND,2271111.833,136266710
20191121,1920,NEPAL,INTERIOR,13500,810000
20191121,1920,NEPAL,INTERIOR,13500,810000
20191121,1920,NEPAL,INTERIOR,13500,810000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,13500,810000
20191121,1920,CHINA T,INTERIOR,17100,1026000
20191121,1920,CHINA MAIN,MISSISSIPPI R.,2634171.667,158050300
20191121,1920,CHINA T,INTERIOR,16200,972000
20191121,1920,CHINA T,INTERIOR,15300,918000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,PHILIPPINES,INTERIOR,8100,486000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,S. ATLANTIC,18000,1080000
20191121,1920,CHINA T,S. ATLANTIC,18000,1080000
20191121,1920,COSTA RICA,MISSISSIPPI R.,257392,15443520
20191121,1920,CHINA T,INTERIOR,12600,756000
20191121,1920,INDONESIA,INTERIOR,17100,1026000
20191121,1920,INDONESIA,INTERIOR,9900,594000
20191121,1920,INDONESIA,INTERIOR,13500,810000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,CHINA T,INTERIOR,16200,972000
20191121,1920,CHINA T,INTERIOR,10800,648000
20191121,1920,THAILAND,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,9900,594000
20191121,1920,THAILAND,INTERIOR,9900,594000
20191121,1920,THAILAND,INTERIOR,17100,1026000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,VIETNAM,INTERIOR,16200,972000
20191121,1920,VIETNAM,INTERIOR,9900,594000
20191121,1920,VIETNAM,INTERIOR,16200,972000
20191121,1920,MEXICO,INTERIOR,407000,24420000
20191121,1920,THAILAND,S. ATLANTIC,13500,810000
20191121,1920,THAILAND,S. ATLANTIC,13500,810000
20191121,1920,CHINA T,INTERIOR,17100,1026000
20191121,1920,VIETNAM,INTERIOR,14400,864000
20191121,1920,VIETNAM,INTERIOR,9900,594000
20191121,1920,VIETNAM,INTERIOR,5400,324000
20191121,1920,MEXICO,INTERIOR,1800,108000
20191121,1920,PHILIPPINES,INTERIOR,5400,324000
20191121,1920,JAPAN,INTERIOR,9000,540000
20191121,1920,JAPAN,INTERIOR,7200,432000
20191121,1920,JAPAN,INTERIOR,4500,270000
20191121,1920,INDONESIA,INTERIOR,9900,594000
20191121,1920,INDONESIA,INTERIOR,12600,756000
20191121,1920,CHINA T,INTERIOR,16200,972000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,VIETNAM,INTERIOR,2700,162000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,VIETNAM,INTERIOR,11700,702000
20191121,1920,PAKISTAN,MISSISSIPPI R.,2544970.333,152698220
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,16200,972000
20191121,1920,CHINA T,INTERIOR,17100,1026000
20191121,1920,CHINA T,S. ATLANTIC,13500,810000
20191121,1920,CHINA T,INTERIOR,12600,756000
20191121,1920,CHINA T,S. ATLANTIC,13500,810000
20191121,1920,CHINA T,INTERIOR,11700,702000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,S. ATLANTIC,9900,594000
20191121,1920,THAILAND,INTERIOR,16200,972000
20191121,1920,INDONESIA,INTERIOR,12600,756000
20191121,1920,CHINA T,INTERIOR,9900,594000
20191121,1920,CHINA T,S. ATLANTIC,9900,594000
20191121,1920,THAILAND,INTERIOR,11700,702000
20191121,1920,THAILAND,INTERIOR,9000,540000
20191121,1920,THAILAND,S. ATLANTIC,18000,1080000
20191121,1920,MALAYSIA,INTERIOR,12600,756000
20191121,1920,MALAYSIA,INTERIOR,10800,648000
20191121,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20191121,1920,CHINA T,INTERIOR,17100,1026000
20191121,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,1800,108000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,17100,1026000
20191121,1920,INDONESIA,INTERIOR,11700,702000
20191121,1920,INDONESIA,INTERIOR,9900,594000
20191121,1920,CHINA T,INTERIOR,13500,810000
20191121,1920,CHINA T,INTERIOR,13500,810000
20191121,1920,VIETNAM,INTERIOR,17100,1026000
20191121,1920,THAILAND,INTERIOR,4500,270000
20191121,1920,CHINA T,INTERIOR,13500,810000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,15300,918000
20191121,1920,THAILAND,INTERIOR,9900,594000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,6300,378000
20191121,1920,THAILAND,INTERIOR,5400,324000
20191121,1920,VIETNAM,S. ATLANTIC,10800,648000
20191121,1920,CHINA T,S. ATLANTIC,9000,540000
20191121,1920,THAILAND,S. ATLANTIC,18000,1080000
20191121,1920,THAILAND,S. ATLANTIC,17100,1026000
20191121,1920,THAILAND,S. ATLANTIC,900,54000
20191121,1920,THAILAND,S. ATLANTIC,18000,1080000
20191121,1920,THAILAND,INTERIOR,7200,432000
20191121,1920,MALAYSIA,INTERIOR,18000,1080000
20191121,1920,MALAYSIA,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,10800,648000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,10800,648000
20191121,1920,VIETNAM,INTERIOR,2700,162000
20191121,1920,VIETNAM,INTERIOR,4500,270000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,VIETNAM,INTERIOR,9900,594000
20191121,1920,BARBADOS,MISSISSIPPI R.,130394.3333,7823660
20191121,1920,THAILAND,INTERIOR,10800,648000
20191121,1920,THAILAND,S. ATLANTIC,10800,648000
20191121,1920,THAILAND,S. ATLANTIC,9900,594000
20191121,1920,MALAYSIA,S. ATLANTIC,900,54000
20191121,1920,CHINA T,S. ATLANTIC,12600,756000
20191121,1920,CHINA T,S. ATLANTIC,12600,756000
20191121,1920,CHINA T,S. ATLANTIC,11700,702000
20191121,1920,THAILAND,S. ATLANTIC,13500,810000
20191121,1920,INDONESIA,INTERIOR,16200,972000
20191121,1920,INDONESIA,INTERIOR,16200,972000
20191121,1920,INDONESIA,INTERIOR,9900,594000
20191121,1920,INDONESIA,INTERIOR,9900,594000
20191121,1920,INDONESIA,INTERIOR,17100,1026000
20191121,1920,INDONESIA,INTERIOR,16200,972000
20191121,1920,NICARAGUA,INTERIOR,9000,540000
20191121,1920,INDONESIA,INTERIOR,3600,216000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,9000,540000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,CHINA MAIN,COLUMBIA R.,2370072.15,142204329
20191121,1920,VIETNAM,INTERIOR,187.4,11244
20191121,1920,CHINA T,S. ATLANTIC,11700,702000
20191121,1920,CHINA T,S. ATLANTIC,12600,756000
20191121,1920,THAILAND,S. ATLANTIC,16200,972000
20191121,1920,THAILAND,S. ATLANTIC,16200,972000
20191121,1920,THAILAND,S. ATLANTIC,18000,1080000
20191121,1920,THAILAND,S. ATLANTIC,17100,1026000
20191121,1920,CHINA T,S. ATLANTIC,8100,486000
20191121,1920,CHINA T,S. ATLANTIC,900,54000
20191121,1920,CHINA T,S. ATLANTIC,18000,1080000
20191121,1920,CHINA T,S. ATLANTIC,10800,648000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,18000,1080000
20191121,1920,THAILAND,INTERIOR,8100,486000
20191121,1920,THAILAND,INTERIOR,13500,810000
20191121,1920,CHINA T,INTERIOR,13500,810000
20191121,1920,CHINA T,INTERIOR,18000,1080000
20191121,1920,CHINA T,INTERIOR,16200,972000
20191121,1920,THAILAND,S. ATLANTIC,17100,1026000
20191121,1920,CHINA T,S. ATLANTIC,6300,378000
20191121,1920,CHINA T,S. ATLANTIC,12600,756000
20191121,1920,THAILAND,S. ATLANTIC,17100,1026000
20191121,1920,CHINA T,S. ATLANTIC,14400,864000
20191121,1920,CHINA T,S. ATLANTIC,15300,918000
20191121,1920,THAILAND,S. ATLANTIC,16200,972000
20191121,1920,THAILAND,S. ATLANTIC,16200,972000
20191121,1920,THAILAND,S. ATLANTIC,18000,1080000
20191121,1920,MALAYSIA,S. ATLANTIC,13500,810000
20191121,1920,MALAYSIA,S. ATLANTIC,4500,270000
20191121,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,INDONESIA,INTERIOR,17100,1026000
20191121,1920,INDONESIA,INTERIOR,9000,540000
20191121,1920,VIETNAM,INTERIOR,7200,432000
20191121,1920,VIETNAM,INTERIOR,9000,540000
20191121,1920,INDONESIA,INTERIOR,18000,1080000
20191121,1920,MEXICO,INTERIOR,3520,211200
20191121,1920,MEXICO,INTERIOR,1760,105600
20191121,1920,CHINA T,INTERIOR,9000,540000
20191121,1920,INDONESIA,INTERIOR,11700,702000
20191121,1920,CHINA T,INTERIOR,17100,1026000
20191128,1920,CHINA MAIN,MISSISSIPPI R.,2546293.333,152777600
20191128,1920,CHINA T,S. ATLANTIC,16200,972000
20191128,1920,THAILAND,INTERIOR,18000,1080000
20191128,1920,NEPAL,INTERIOR,18000,1080000
20191128,1920,NEPAL,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,JAPAN,MISSISSIPPI R.,347231.6667,20833900
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,MALAYSIA,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,8100,486000
20191128,1920,PHILIPPINES,INTERIOR,7200,432000
20191128,1920,CHINA MAIN,MISSISSIPPI R.,2542765,152565900
20191128,1920,CHINA MAIN,MISSISSIPPI R.,2603071.333,156184280
20191128,1920,CHINA MAIN,MISSISSIPPI R.,2420017.333,145201040
20191128,1920,CHINA MAIN,MISSISSIPPI R.,2594195.667,155651740
20191128,1920,JAPAN,MISSISSIPPI R.,668603.6667,40116220
20191128,1920,CHINA T,INTERIOR,17100,1026000
20191128,1920,CHINA T,INTERIOR,11700,702000
20191128,1920,CHINA T,INTERIOR,14400,864000
20191128,1920,CHINA T,INTERIOR,9900,594000
20191128,1920,CHINA T,INTERIOR,12600,756000
20191128,1920,CHINA T,INTERIOR,17100,1026000
20191128,1920,CHINA T,INTERIOR,17100,1026000
20191128,1920,INDONESIA,INTERIOR,18000,1080000
20191128,1920,INDONESIA,INTERIOR,9900,594000
20191128,1920,INDONESIA,INTERIOR,18000,1080000
20191128,1920,PHILIPPINES,INTERIOR,5400,324000
20191128,1920,CHINA T,INTERIOR,13500,810000
20191128,1920,CHINA T,INTERIOR,13500,810000
20191128,1920,CHINA MAIN,MISSISSIPPI R.,2573263,154395780
20191128,1920,MEXICO,INTERIOR,418000,25080000
20191128,1920,CHINA MAIN,MISSISSIPPI R.,2642770.333,158566220
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,17100,1026000
20191128,1920,INDONESIA,INTERIOR,18000,1080000
20191128,1920,MALAYSIA,INTERIOR,8100,486000
20191128,1920,CHINA T,INTERIOR,14400,864000
20191128,1920,CHINA T,INTERIOR,13500,810000
20191128,1920,CHINA T,INTERIOR,10800,648000
20191128,1920,THAILAND,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,16200,972000
20191128,1920,MEXICO,INTERIOR,7040,422400
20191128,1920,THAILAND,INTERIOR,13500,810000
20191128,1920,THAILAND,INTERIOR,13500,810000
20191128,1920,NEPAL,INTERIOR,12600,756000
20191128,1920,NEPAL,S. ATLANTIC,11700,702000
20191128,1920,NEPAL,S. ATLANTIC,18000,1080000
20191128,1920,CHINA MAIN,PUGET SOUND,2606963.667,156417820
20191128,1920,THAILAND,S. ATLANTIC,18000,1080000
20191128,1920,CHINA T,S. ATLANTIC,14400,864000
20191128,1920,CHINA MAIN,COLUMBIA R.,2314837.167,138890230
20191128,1920,NEPAL,S. ATLANTIC,10800,648000
20191128,1920,CHINA MAIN,COLUMBIA R.,2532261,151935660
20191128,1920,CHINA MAIN,PUGET SOUND,2411970,144718200
20191128,1920,CHINA T,INTERIOR,9900,594000
20191128,1920,INDONESIA,INTERIOR,15300,918000
20191128,1920,INDONESIA,INTERIOR,8100,486000
20191128,1920,CHINA MAIN,MISSISSIPPI R.,2458748.5,147524910
20191128,1920,CHINA MAIN,MISSISSIPPI R.,1072219,64333140
20191128,1920,CHINA MAIN,MISSISSIPPI R.,1507276,90436560
20191128,1920,INDONESIA,INTERIOR,17100,1026000
20191128,1920,INDONESIA,INTERIOR,17100,1026000
20191128,1920,INDONESIA,INTERIOR,17100,1026000
20191128,1920,MEXICO,INTERIOR,5280,316800
20191128,1920,INDONESIA,INTERIOR,12600,756000
20191128,1920,MALAYSIA,INTERIOR,3600,216000
20191128,1920,MALAYSIA,INTERIOR,13500,810000
20191128,1920,MALAYSIA,INTERIOR,13500,810000
20191128,1920,MALAYSIA,INTERIOR,18000,1080000
20191128,1920,MALAYSIA,INTERIOR,18000,1080000
20191128,1920,THAILAND,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,17100,1026000
20191128,1920,THAILAND,INTERIOR,9000,540000
20191128,1920,THAILAND,INTERIOR,10800,648000
20191128,1920,THAILAND,INTERIOR,10800,648000
20191128,1920,CHINA T,INTERIOR,1800,108000
20191128,1920,CHINA T,INTERIOR,14400,864000
20191128,1920,INDONESIA,INTERIOR,5400,324000
20191128,1920,CHINA MAIN,COLUMBIA R.,2496596.5,149795790
20191128,1920,INDONESIA,INTERIOR,15300,918000
20191128,1920,INDONESIA,INTERIOR,5400,324000
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,VIETNAM,INTERIOR,1800,108000
20191128,1920,MALAYSIA,INTERIOR,18000,1080000
20191128,1920,MALAYSIA,INTERIOR,18000,1080000
20191128,1920,MALAYSIA,INTERIOR,11700,702000
20191128,1920,INDONESIA,INTERIOR,5400,324000
20191128,1920,INDONESIA,INTERIOR,9000,540000
20191128,1920,INDONESIA,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,17100,1026000
20191128,1920,CHINA T,INTERIOR,18000,1080000
20191128,1920,CHINA T,INTERIOR,11700,702000
20191128,1920,INDONESIA,INTERIOR,18000,1080000
20191128,1920,MEXICO,INTERIOR,366666.6667,22000000
20191128,1920,INDONESIA,S. ATLANTIC,8100,486000
20191128,1920,CHINA T,INTERIOR,11700,702000
20191128,1920,CHINA T,INTERIOR,2700,162000
20191128,1920,THAILAND,INTERIOR,5400,324000
20191128,1920,INDONESIA,INTERIOR,9000,540000
20191128,1920,CHINA T,INTERIOR,1800,108000
20191128,1920,KOREA REP,INTERIOR,13500,810000
20191128,1920,VIETNAM,INTERIOR,10800,648000
20191128,1920,CHINA T,INTERIOR,900,54000
20191128,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20191128,1920,THAILAND,S. ATLANTIC,12600,756000
